Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
44,2.0,0.0,298.0,4.0,40.0,3230.0,0.0,24.703000009999997,24.703000009999997,0.0,414.8454341888428,,,,,,,,,,,,,,,,9.524750711878232,6.5291122070463965,24.346356337862726,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,361.0,5.0,63.0,3293.0,0.0,57.501000010000034,57.501000010000034,0.0,419.66523122787476,,,,,,,,,,,,,,,,28.01703995949699,16.6843551606698,55.79171821076247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,383.0,6.0,22.0,3315.0,0.0,15.404000009999994,15.404000009999994,0.0,421.80267095565796,,,,,,,,,,,,,,,,4.269322250802861,4.95222129315628,15.325400320803137,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,402.0,7.0,19.0,3334.0,0.0,16.50200001,16.50200001,0.0,423.7298159599304,,,,,,,,,,,,,,,,5.460325043028126,5.484581103012727,16.414668502685153,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,459.0,8.0,57.0,3391.0,0.0,38.60400001000005,38.60400001000005,0.0,428.0952501296997,,,,,,,,,,,,,,,,11.000783819754242,11.14555589404009,38.01497030257659,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,567.0,9.0,108.0,3499.0,0.0,82.00300001000005,82.00300001000005,0.0,435.97903394699097,,,,,,,,,,,,,,,,35.54074246745507,21.916166610848023,78.24284266618103,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,655.0,10.0,88.0,3587.0,0.0,59.10300001000005,59.10300001000005,0.0,442.78379011154175,,,,,,,,,,,,,,,,26.53038520114253,15.935978547379301,56.82515126356301,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,695.0,11.0,40.0,3627.0,0.0,32.30600001,32.30600001,0.0,446.1944947242737,,,,,,,,,,,,,,,,9.685822574431583,10.288675426698713,31.950517624647382,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,939.0,12.0,244.0,3871.0,0.0,220.19999999999956,220.19999999999956,0.0,463.2578375339508,,,,,,,,,,,,,,,,104.90307574002833,57.39677186454515,194.79844796740048,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,1045.0,13.0,106.0,3977.0,0.0,89.60500001000011,89.60500001000011,0.0,471.0127389431,,,,,,,,,,,,,,,,38.1137899643483,24.58177738011591,85.65058886264173,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
