Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
70,3.0,0.0,228.0,10.0,15.0,1638.0,0.0,22.003000010000004,22.003000010000004,0.0,243.99233889579773,,,,,,,,,,,,,,,,8.773316962306271,7.549327041394901,21.89329354911452,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,276.0,11.0,48.0,1686.0,0.0,68.01300000999998,68.01300000999998,0.0,247.87094163894653,,,,,,,,,,,,,,,,31.399133505933875,18.696696733620325,66.5724140157309,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,292.0,12.0,16.0,1702.0,0.0,22.004000010000006,22.004000010000006,0.0,249.61980056762695,,,,,,,,,,,,,,,,8.225915618630193,7.611918523384473,21.89427963974166,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,319.0,13.0,27.0,1729.0,0.0,42.00500000999999,42.00500000999999,0.0,252.19090127944946,,,,,,,,,,,,,,,,17.00197047882331,13.938125441239562,41.58753434141318,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,341.0,14.0,22.0,1751.0,0.0,34.00400000999999,34.00400000999999,0.0,254.31944060325623,,,,,,,,,,,,,,,,13.838699243457262,11.368462978978895,33.73328190855249,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,357.0,15.0,16.0,1767.0,0.0,20.005000010000007,20.005000010000007,0.0,255.94744062423706,,,,,,,,,,,,,,,,6.8584541076144045,6.972961854354422,19.915179924202377,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,392.0,16.0,35.0,1802.0,0.0,56.00600000999999,56.00600000999999,0.0,258.9336459636688,,,,,,,,,,,,,,,,22.99786866243737,18.30934881879946,55.25633093775246,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,422.0,17.0,30.0,1832.0,0.0,52.003000009999994,52.003000009999994,0.0,261.6155412197113,,,,,,,,,,,,,,,,23.208927140648644,16.51847480079108,51.35809028606662,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,449.0,18.0,27.0,1859.0,0.0,44.00400000999999,44.00400000999999,0.0,264.1182427406311,,,,,,,,,,,,,,,,18.613796215482857,14.389574877033487,43.54497248466663,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,462.0,19.0,13.0,1872.0,0.0,16.004000010000006,16.004000010000006,0.0,265.82383489608765,,,,,,,,,,,,,,,,5.528773112710108,5.648967269923774,15.94807403356834,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,519.0,20.0,57.0,1929.0,0.0,100.00600001000002,100.00600001000002,0.0,270.2668397426605,,,,,,,,,,,,,,,,44.0203130967202,31.08717808696397,97.59443660008704,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,27.0,1.0,27.0,1956.0,0.0,34.00900000999998,34.00900000999998,0.0,304.1135063171387,,,,,,,,,,,,,,,,11.280370688359191,11.58521285869284,33.73816816958388,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,55.0,2.0,28.0,1984.0,0.0,38.00800000999998,38.00800000999998,0.0,306.65059208869934,,,,,,,,,,,,,,,,13.496983531899238,12.889371421234264,37.66775222333015,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,92.0,3.0,37.0,2021.0,0.0,64.00400001000001,64.00400001000001,0.0,310.07503056526184,,,,,,,,,,,,,,,,28.251488616910457,20.256786805323802,63.02171664782214,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,119.0,4.0,27.0,2048.0,0.0,44.00400000999999,44.00400000999999,0.0,312.54932832717896,,,,,,,,,,,,,,,,18.613796215482857,14.389574877033487,43.54497248466663,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,133.0,5.0,14.0,2062.0,0.0,18.004000010000006,18.004000010000006,0.0,314.11426281929016,,,,,,,,,,,,,,,,6.414726887483299,6.311526702250279,17.932125959534773,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,148.0,6.0,15.0,2077.0,0.0,20.004000010000006,20.004000010000006,0.0,315.7776229381561,,,,,,,,,,,,,,,,7.314691350556093,6.965542513888283,19.914193833575236,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,168.0,7.0,20.0,2097.0,0.0,24.00700001000001,24.00700001000001,0.0,317.7125425338745,,,,,,,,,,,,,,,,7.7770288871679965,8.279129793298633,23.87533476702367,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,198.0,8.0,30.0,2127.0,0.0,46.00600000999999,46.00600000999999,0.0,320.3828270435333,,,,,,,,,,,,,,,,18.271004941188234,15.278567078289155,45.50337323499936,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,223.0,9.0,25.0,2152.0,0.0,42.003000009999994,42.003000009999994,0.0,322.7053864002228,,,,,,,,,,,,,,,,18.360112921448586,13.595569653240103,41.58558276973351,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,239.0,10.0,16.0,2168.0,0.0,22.004000010000006,22.004000010000006,0.0,324.70400881767273,,,,,,,,,,,,,,,,8.225915618630193,7.611918523384473,21.89427963974166,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,287.0,11.0,48.0,2216.0,0.0,88.00300001000001,88.00300001000001,0.0,328.6474115848541,,,,,,,,,,,,,,,,40.66771879685906,26.761875046626614,86.13708659434512,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,304.0,12.0,17.0,2233.0,0.0,26.003000010000004,26.003000010000004,0.0,330.4764919281006,,,,,,,,,,,,,,,,10.665804914439372,8.789968317998005,25.847528855309843,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,349.0,13.0,45.0,2278.0,0.0,80.00400001000001,80.00400001000001,0.0,334.14592576026917,,,,,,,,,,,,,,,,35.97883484107796,24.840085323038455,78.46341585800953,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,368.0,14.0,19.0,2297.0,0.0,28.004000010000006,28.004000010000006,0.0,335.9750916957855,,,,,,,,,,,,,,,,11.008326983931259,9.512780679210175,27.82266446176708,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,380.0,15.0,12.0,2309.0,0.0,16.003000010000004,16.003000010000004,0.0,337.4736359119415,,,,,,,,,,,,,,,,5.9885096863204135,5.640084577030148,15.9470849787429,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,437.0,16.0,57.0,2366.0,0.0,102.00500001000002,102.00500001000002,0.0,341.94569420814514,,,,,,,,,,,,,,,,45.764899224525465,31.358637815669024,99.4958966508529,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,471.0,17.0,34.0,2400.0,0.0,58.00400000999999,58.00400000999999,0.0,345.10199308395386,,,,,,,,,,,,,,,,25.354665333586393,18.51556303796437,57.19914052918727,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,494.0,18.0,23.0,2423.0,0.0,36.00400000999999,36.00400000999999,0.0,347.3479015827179,,,,,,,,,,,,,,,,14.789170955769723,11.979042438151202,35.69954862664394,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,508.0,19.0,14.0,2437.0,0.0,18.004000010000006,18.004000010000006,0.0,348.9320993423462,,,,,,,,,,,,,,,,6.414726887483299,6.311526702250279,17.932125959534773,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,529.0,20.0,21.0,2458.0,0.0,28.006000010000008,28.006000010000008,0.0,350.90203380584717,,,,,,,,,,,,,,,,9.96175494355303,9.608295218680412,27.824627783969362,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,65.0,1.0,65.0,2523.0,0.0,122.00300001000001,122.00300001000001,0.0,389.2088038921356,,,,,,,,,,,,,,,,57.04070966192051,36.17189595319017,118.41376764962479,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,105.0,2.0,40.0,2563.0,0.0,50.01400000999997,50.01400000999997,0.0,393.3432559967041,,,,,,,,,,,,,,,,21.388068372380072,13.226781725530891,49.20768496006487,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,139.0,3.0,34.0,2597.0,0.0,60.003000009999994,60.003000009999994,0.0,396.1898901462555,,,,,,,,,,,,,,,,27.093150523030264,18.827345788656235,59.140973866083066,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,168.0,4.0,29.0,2626.0,0.0,48.00400000999999,48.00400000999999,0.0,398.76858592033386,,,,,,,,,,,,,,,,20.535512117754788,15.578868050933297,47.45592608466979,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,182.0,5.0,14.0,2640.0,0.0,18.004000010000006,18.004000010000006,0.0,400.33158135414124,,,,,,,,,,,,,,,,6.414726887483299,6.311526702250279,17.932125959534773,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,201.0,6.0,19.0,2659.0,0.0,26.005000010000007,26.005000010000007,0.0,402.5252802371979,,,,,,,,,,,,,,,,9.544915581878785,8.935745538153538,25.849496110054364,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,221.0,7.0,20.0,2679.0,0.0,30.004000010000006,30.004000010000006,0.0,404.42189359664917,,,,,,,,,,,,,,,,11.94765272459996,10.135712630732485,29.794841797305313,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,247.0,8.0,26.0,2705.0,0.0,46.002000009999996,46.002000009999996,0.0,406.8338007926941,,,,,,,,,,,,,,,,21.0777536853114,14.494775370012675,45.49947789207398,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,274.0,9.0,27.0,2732.0,0.0,44.00400000999999,44.00400000999999,0.0,409.2218863964081,,,,,,,,,,,,,,,,18.613796215482857,14.389574877033487,43.54497248466663,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,292.0,10.0,18.0,2750.0,0.0,26.004000010000006,26.004000010000006,0.0,411.03647923469543,,,,,,,,,,,,,,,,10.07419712405149,8.8848754422384,25.84851297474182,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,331.0,11.0,39.0,2789.0,0.0,66.00500001000002,66.00500001000002,0.0,414.30328273773193,,,,,,,,,,,,,,,,29.218369479154823,20.553314670900914,64.93041401432731,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,355.0,12.0,24.0,2813.0,0.0,36.00500000999999,36.00500000999999,0.0,416.60081577301025,,,,,,,,,,,,,,,,14.17390336477728,12.093511077526308,35.70052685610144,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,392.0,13.0,37.0,2850.0,0.0,42.015000009999966,42.015000009999966,0.0,419.9910409450531,,,,,,,,,,,,,,,,15.316229575312247,12.04817074661305,41.48978930501847,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,423.0,14.0,31.0,2881.0,0.0,50.00500000999999,50.00500000999999,0.0,422.7644462585449,,,,,,,,,,,,,,,,20.805415826319848,16.354419489164485,49.40944156094505,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,443.0,15.0,20.0,2901.0,0.0,26.006000010000008,26.006000010000008,0.0,424.7443835735321,,,,,,,,,,,,,,,,9.068611301532211,8.954523269770219,25.850478262231594,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,472.0,16.0,29.0,2930.0,0.0,44.00600000999999,44.00600000999999,0.0,427.32231855392456,,,,,,,,,,,,,,,,17.331957758643025,14.663894196717619,43.54692015515451,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,492.0,17.0,20.0,2950.0,0.0,28.005000010000007,28.005000010000007,0.0,429.3690800666809,,,,,,,,,,,,,,,,10.458852133482061,9.57734260080909,27.82364661394431,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,512.0,18.0,20.0,2970.0,0.0,32.003000009999994,32.003000009999994,0.0,431.3537058830261,,,,,,,,,,,,,,,,13.534914515126744,10.616467441070002,31.764065785482956,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,525.0,19.0,13.0,2983.0,0.0,16.004000010000006,16.004000010000006,0.0,432.7210969924927,,,,,,,,,,,,,,,,5.528773112710108,5.648967269923774,15.94807403356834,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,551.0,20.0,26.0,3009.0,0.0,42.00400000999999,42.00400000999999,0.0,435.34771752357483,,,,,,,,,,,,,,,,17.65490482051425,13.79122703063194,41.58655904371034,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,45.0,1.0,45.0,3054.0,0.0,76.00600001000002,76.00600001000002,0.0,474.276908159256,,,,,,,,,,,,,,,,32.53620827830439,24.20807019892747,74.61648712460092,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,71.0,2.0,26.0,3080.0,0.0,42.00400000999999,42.00400000999999,0.0,476.9086329936981,,,,,,,,,,,,,,,,17.65490482051425,13.79122703063194,41.58655904371034,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,119.0,3.0,48.0,3128.0,0.0,90.00200001,90.00200001,0.0,480.8620889186859,,,,,,,,,,,,,,,,42.50113672175697,26.92865724157903,88.04999544279848,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,164.0,4.0,45.0,3173.0,0.0,56.01600000999996,56.01600000999996,0.0,484.5093502998352,,,,,,,,,,,,,,,,23.59479832866038,15.304011558053363,55.0092433285388,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,177.0,5.0,13.0,3186.0,0.0,18.003000010000004,18.003000010000004,0.0,485.9815936088562,,,,,,,,,,,,,,,,6.907173394585316,6.284178900028913,17.93113789376416,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,200.0,6.0,23.0,3209.0,0.0,32.00600000999999,32.00600000999999,0.0,488.1196208000183,,,,,,,,,,,,,,,,11.772202753209923,10.899175506470092,31.76700635302921,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,219.0,7.0,19.0,3228.0,0.0,24.006000010000008,24.006000010000008,0.0,490.04315543174744,,,,,,,,,,,,,,,,8.185355145705929,8.294627283879917,23.87435261484644,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,241.0,8.0,22.0,3250.0,0.0,34.00400000999999,34.00400000999999,0.0,492.13719606399536,,,,,,,,,,,,,,,,13.838699243457262,11.368462978978895,33.73328190855249,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,261.0,9.0,20.0,3270.0,0.0,28.005000010000007,28.005000010000007,0.0,494.28690814971924,,,,,,,,,,,,,,,,10.458852133482061,9.57734260080909,27.82364661394431,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,274.0,10.0,13.0,3283.0,0.0,18.003000010000004,18.003000010000004,0.0,495.8342146873474,,,,,,,,,,,,,,,,6.907173394585316,6.284178900028913,17.93113789376416,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,334.0,11.0,60.0,3343.0,0.0,86.01600000999998,86.01600000999998,0.0,500.48585629463196,,,,,,,,,,,,,,,,40.35651625154885,23.77807537105427,83.67828732222927,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,360.0,12.0,26.0,3369.0,0.0,36.007000009999985,36.007000009999985,0.0,502.8934712409973,,,,,,,,,,,,,,,,13.08546573365345,12.21763090254264,35.70248038130631,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,412.0,13.0,52.0,3421.0,0.0,90.00600001000002,90.00600001000002,0.0,507.0278170108795,,,,,,,,,,,,,,,,39.235535268245634,28.24260479440696,88.05380598203327,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,440.0,14.0,28.0,3449.0,0.0,46.00400000999999,46.00400000999999,0.0,509.5583415031433,,,,,,,,,,,,,,,,19.57406876179354,14.985399586412944,45.50142751218197,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,459.0,15.0,19.0,3468.0,0.0,26.005000010000007,26.005000010000007,0.0,511.4248261451721,,,,,,,,,,,,,,,,9.544915581878785,8.935745538153538,25.849496110054364,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,505.0,16.0,46.0,3514.0,0.0,60.015000009999966,60.015000009999966,0.0,515.3558239936829,,,,,,,,,,,,,,,,22.051642176330628,18.20805339459686,59.059684154042856,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,570.0,17.0,65.0,3579.0,0.0,98.01500001000001,98.01500001000001,0.0,520.3862512111664,,,,,,,,,,,,,,,,42.90922755168748,29.444508858521086,95.32122144058086,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,592.0,18.0,22.0,3601.0,0.0,32.00500000999999,32.00500000999999,0.0,522.5035235881805,,,,,,,,,,,,,,,,12.306313308242483,10.844637326618304,31.766027144363036,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,606.0,19.0,14.0,3615.0,0.0,18.004000010000006,18.004000010000006,0.0,524.0428638458252,,,,,,,,,,,,,,,,6.414726887483299,6.311526702250279,17.932125959534773,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,630.0,20.0,24.0,3639.0,0.0,36.00500000999999,36.00500000999999,0.0,526.3193151950836,,,,,,,,,,,,,,,,14.17390336477728,12.093511077526308,35.70052685610144,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,45.0,1.0,45.0,3684.0,0.0,78.00500001000002,78.00500001000002,0.0,564.3269481658936,,,,,,,,,,,,,,,,34.23616042465324,24.548866868518612,76.54091370459523,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,76.0,2.0,31.0,3715.0,0.0,52.00400000999999,52.00400000999999,0.0,567.1388969421387,,,,,,,,,,,,,,,,22.461205911674217,16.759315640274075,51.35906168842654,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,123.0,3.0,47.0,3762.0,0.0,86.00300001000001,86.00300001000001,0.0,570.8691704273224,,,,,,,,,,,,,,,,39.70028543946574,26.20136828386265,84.22130790224737,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,168.0,4.0,45.0,3807.0,0.0,80.00400001000001,80.00400001000001,0.0,574.5100095272064,,,,,,,,,,,,,,,,35.97883484107796,24.840085323038455,78.46341585800953,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,191.0,5.0,23.0,3830.0,0.0,28.00800001000001,28.00800001000001,0.0,576.7088787555695,,,,,,,,,,,,,,,,9.09736589960585,9.600656229138304,27.826587181490563,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,223.0,6.0,32.0,3862.0,0.0,54.00400000999999,54.00400000999999,0.0,579.8359563350677,,,,,,,,,,,,,,,,23.42515893401996,17.346547088411764,53.30770262673812,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,241.0,7.0,18.0,3880.0,0.0,28.003000010000004,28.003000010000004,0.0,581.6425268650055,,,,,,,,,,,,,,,,11.618909159551325,9.402874821508869,27.821681326454534,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,273.0,8.0,32.0,3912.0,0.0,54.00400000999999,54.00400000999999,0.0,584.4859504699707,,,,,,,,,,,,,,,,23.42515893401996,17.346547088411764,53.30770262673812,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,291.0,9.0,18.0,3930.0,0.0,26.004000010000006,26.004000010000006,0.0,586.3345413208008,,,,,,,,,,,,,,,,10.07419712405149,8.8848754422384,25.84851297474182,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,334.0,10.0,43.0,3973.0,0.0,48.01800000999996,48.01800000999996,0.0,589.8446712493896,,,,,,,,,,,,,,,,18.607376180491503,12.807778308677205,47.26514798222109,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,368.0,11.0,34.0,4007.0,0.0,44.011000009999975,44.011000009999975,0.0,592.8793592453003,,,,,,,,,,,,,,,,14.78763139751429,14.869397510737807,43.55177231479932,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,407.0,12.0,39.0,4046.0,0.0,60.00800000999998,60.00800000999998,0.0,596.0578503608704,,,,,,,,,,,,,,,,24.86772777157371,18.472808649053352,59.09725588279143,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,453.0,13.0,46.0,4092.0,0.0,84.00300001000001,84.00300001000001,0.0,600.2087082862854,,,,,,,,,,,,,,,,38.73243712505744,25.639998838352295,82.30361151376113,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,485.0,14.0,32.0,4124.0,0.0,54.00400000999999,54.00400000999999,0.0,603.3344602584839,,,,,,,,,,,,,,,,23.42515893401996,17.346547088411764,53.30770262673812,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,505.0,15.0,20.0,4144.0,0.0,28.005000010000007,28.005000010000007,0.0,605.3473711013794,,,,,,,,,,,,,,,,10.458852133482061,9.57734260080909,27.82364661394431,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,598.0,16.0,93.0,4237.0,0.0,160.01200001000007,160.01200001000007,0.0,612.2535996437073,,,,,,,,,,,,,,,,75.0001395088715,44.681281818527076,153.19017721288787,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,694.0,17.0,96.0,4333.0,0.0,162.01400001000002,162.01400001000002,0.0,619.3464646339417,,,,,,,,,,,,,,,,76.36536209750544,47.00208076300482,154.83776301165116,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,726.0,18.0,32.0,4365.0,0.0,50.00600000999999,50.00600000999999,0.0,622.1638543605804,,,,,,,,,,,,,,,,20.156200940291065,16.498908361402286,49.410411991902606,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,738.0,19.0,12.0,4377.0,0.0,14.004000009999999,14.004000009999999,0.0,623.5887951850891,,,,,,,,,,,,,,,,4.660498035971924,4.976881175584909,13.962036069637977,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,808.0,20.0,70.0,4447.0,0.0,130.00400001000003,130.00400001000003,0.0,628.946341753006,,,,,,,,,,,,,,,,60.002356572007336,38.76048959795962,125.92976481477426,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,30.0,1.0,30.0,4477.0,0.0,48.00500000999999,48.00500000999999,0.0,675.8394947052002,,,,,,,,,,,,,,,,19.851948301832344,15.7543801780328,47.45689845940444,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,81.0,2.0,51.0,4528.0,0.0,66.01700000999999,66.01700000999999,0.0,679.9072463512421,,,,,,,,,,,,,,,,25.414224472159294,19.12147531957217,64.78566022214203,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,111.0,3.0,30.0,4558.0,0.0,52.003000009999994,52.003000009999994,0.0,682.5502119064331,,,,,,,,,,,,,,,,23.208927140648644,16.51847480079108,51.35809028606662,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,144.0,4.0,33.0,4591.0,0.0,52.00600000999999,52.00600000999999,0.0,685.4443957805634,,,,,,,,,,,,,,,,21.10180095967348,17.10491652752007,51.361001579910706,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
